,Unnamed: 0,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,위도,경도
191,191,3030000.0,3.03e+17,20040819.0,,1.0,영업/정상,0.0,정상,,,,,02-2233-1848,65.12,,서울특별시 성동구 금호동2가 485-1,서울특별시 성동구 금호산길 58(금호동2가),4726.0,한빛동물병원,37.5961696,127.0351896
192,192,3040000.0,3.04e+17,20120612.0,,1.0,영업/정상,0.0,정상,,,,,499-7582,88.62,,서울특별시 광진구 중곡동 193-29,서울특별시 광진구 면목로 142 (중곡동),4908.0,다온동물병원,37.5846556,127.0181826
193,193,3040000.0,3.04e+17,20120523.0,,1.0,영업/정상,0.0,정상,,,,,457-7582,116.79,,서울특별시 광진구 광장동 582번지 ,서울특별시 광진구 아차산로 537-17 (광장동),4983.0,나루동물병원,37.59179100000001,127.0725556
194,194,3040000.0,3.04e+17,20170125.0,,1.0,영업/정상,0.0,정상,,,,,02-498-7588,39.62,,,서울특별시 광진구 광나루로 361 2동 103호 (군자동 광진동양파라곤),5003.0,파라곤동물병원,37.5908064,127.0118446
195,195,3080000.0,3.08e+17,19990107.0,,1.0,영업/정상,0.0,정상,,,,,991-4304,0.0,,서울특별시 강북구 수유동 319-12 삼흥연립,서울특별시 강북구 삼양로123길 6-12 (수유동),1029.0,사랑동물병원,37.6139477,127.0456864
196,196,3040000.0,3.04e+17,20110601.0,,1.0,영업/정상,0.0,정상,,,,,457-2220,0.0,,서울특별시 광진구 자양동 553-588번지 ,서울특별시 광진구 뚝섬로 541 (자양동),5070.0,준동물병원,37.6108632,127.0225352
197,197,3070000.0,3.07e+17,20191104.0,,1.0,영업/정상,0.0,정상,,,,,02-982-7975,112.7,,서울특별시 성북구 길음동 498-1 래미안길음센터피스,서울특별시 성북구 숭인로 50 상가동 2203호 (길음동 래미안길음센터피스),2727.0,더편한동물병원,37.5826934,127.0195071
198,198,3040000.0,3.04e+17,20141210.0,,1.0,영업/정상,0.0,정상,,,,,2038-8253,0.0,,서울특별시 광진구 중곡동 119-7번지 ,서울특별시 광진구 천호대로 623-1 1층 (중곡동),4931.0,서울동물병원,37.5367037,126.8995891
199,199,3040000.0,3.04e+17,20050111.0,,1.0,영업/정상,0.0,정상,,,,,455-7570,0.0,,서울특별시 광진구 광장동 530-39번지 ,서울특별시 광진구 광나루로 601 (광장동),4984.0,쥬라기동물병원,37.6095305,127.0306021
200,200,3080000.0,3.08e+17,20130222.0,,1.0,영업/정상,0.0,정상,,,,,02-983-7000,23.8,,서울특별시 강북구 미아동 777-3,서울특별시 강북구 삼양로 252 (미아동),1122.0,봉식동물병원,37.5995064,127.0778661
201,201,3040000.0,3.04e+17,20170925.0,,1.0,영업/정상,0.0,정상,,,,,24550975,65.0,,,서울특별시 광진구 광나루로 524 (구의동),5031.0,연두동물병원,37.5892125,127.0905471
202,202,3040000.0,3.04e+17,20170731.0,,1.0,영업/정상,0.0,정상,,,,,24610079,44.45,,,서울특별시 광진구 능동로 18 125호 (자양동 이튼타워리버3차),5096.0,반디동물병원,37.6028695,127.041992
203,203,3040000.0,3.04e+17,20190314.0,,1.0,영업/정상,0.0,정상,,,,,02-455-5975,0.0,,서울특별시 광진구 자양동 681번지 ,서울특별시 광진구 자양로 48 104호 (자양동),5112.0,아이본 동물병원,37.6087907,127.0593265
215,215,3130000.0,3.13e+17,20210511.0,,1.0,영업/정상,0.0,정상,,,,,02-3144-3253,0.0,,서울특별시 마포구 상수동 402 래미안밤섬리베뉴 1,서울특별시 마포구 독막로20나길 22 B106호 (상수동 래미안밤섬리베뉴 1),4076.0,삼색이동물병원,37.6066109,127.0214422
244,244,3040000.0,3.04e+17,20040907.0,,1.0,영업/정상,0.0,정상,,,,,452-7580,30.62,,서울특별시 광진구 구의동 53-9번지 ,서울특별시 광진구 천호대로 663 (구의동),4954.0,아차산동물병원,37.6626666,127.0340881
245,245,3040000.0,3.04e+17,20171208.0,,1.0,영업/정상,0.0,정상,,,,,02-446-8175,200.0,,서울특별시 광진구 구의동 611번지 구의현대2단지아파트 ,서울특별시 광진구 광나루로56길 32 105106201호 (구의동 구의현대2단지아파트),5118.0,광진24시필동물병원,37.6618119,127.0138839
247,247,3130000.0,3.13e+17,20171023.0,,1.0,영업/정상,0.0,정상,,,,,02-2124-2832,0.0,,서울특별시 마포구 상암동 1648 S-PLEX CENTER 지하1층,서울특별시 마포구 매봉산로 31 S-PLEX CENTER 지하1층 (상암동),3909.0,서울동물복지지원센터 동물병원,37.6578862,127.0363476
248,248,3040000.0,3.04e+17,20080304.0,,1.0,영업/정상,0.0,정상,,,,,457-8575,49.14,,서울특별시 광진구 자양동 606-14번지 ,서울특별시 광진구 뚝섬로 622-1 (자양동),5099.0,로엘동물병원,37.6826104,127.0475778
249,249,3040000.0,3.04e+17,20070705.0,,1.0,영업/정상,0.0,정상,,,,,455-0077,0.0,,서울특별시 광진구 능동 256-1번지 ,서울특별시 광진구 천호대로 642-1 (능동),4987.0,애플동물병원,37.6457206,127.0350451
250,250,3040000.0,3.04e+17,20060703.0,,1.0,영업/정상,0.0,정상,,,,,465-7582,60.08,,서울특별시 광진구 군자동 363-4번지 ,서울특별시 광진구 군자로 84 (군자동),5004.0,보람동물병원,37.669057,127.0431913
251,251,3040000.0,3.04e+17,20020307.0,,1.0,영업/정상,0.0,정상,,,,,454-9975,65.0,,서울특별시 광진구 중곡동 161-27번지 ,서울특별시 광진구 능동로 334 (중곡동),4928.0,방주종합동물병원,37.6522545,127.0304855
252,252,3040000.0,3.04e+17,20021226.0,,1.0,영업/정상,0.0,정상,,,,,462-5595,58.0,,서울특별시 광진구 중곡동 241-34번지 ,서울특별시 광진구 긴고랑로 47 (중곡동),4909.0,중곡동물병원,37.6503343,127.0360792
253,253,3040000.0,3.04e+17,20000721.0,,1.0,영업/정상,0.0,정상,,,,,446-2349,52.93,,서울특별시 광진구 중곡동 58-18번지 ,서울특별시 광진구 용마산로 66 (중곡동),4944.0,용마동물병원,37.6520256,127.046516
254,254,3040000.0,3.04e+17,20001127.0,,1.0,영업/정상,0.0,정상,,,,,467-3673,98.18,,서울특별시 광진구 화양동 216번지 ,서울특별시 광진구 광나루로 392-1 (화양동),5009.0,피카소동물병원,37.6401423,127.0397801
255,255,3040000.0,3.04e+17,20000831.0,,1.0,영업/정상,0.0,정상,,,,,456-4466,96.2,,서울특별시 광진구 자양동 680번지 ,서울특별시 광진구 자양로 94 (자양동),5051.0,시민동물병원,37.66375420000001,127.0346498
256,256,3040000.0,3.04e+17,19990122.0,,1.0,영업/정상,0.0,정상,,,,,444-7533,127.0,,서울특별시 광진구 광장동 517-5번지 삼익아파트 ,서울특별시 광진구 아차산로 493 (광장동),4984.0,동서울동물병원,37.6382175,127.0379818
257,257,3040000.0,3.04e+17,19971127.0,,1.0,영업/정상,0.0,정상,,,,,457-0292,40.88,,서울특별시 광진구 구의동 659번지 세림리오빌아파트 제비1-1호,서울특별시 광진구 아차산로 451 (구의동),5046.0,프라임동물병원,37.6524438,127.0186235
258,258,3040000.0,3.04e+17,20180418.0,,1.0,영업/정상,0.0,정상,,,,,02-464-7582,0.0,,서울특별시 광진구 중곡동 162-8번지 ,서울특별시 광진구 능동로43길 3-5 (중곡동),4915.0,스마트동물병원군자점,37.6561457,127.0277048
260,260,3040000.0,3.04e+17,20160404.0,,1.0,영업/정상,0.0,정상,,,,,468-6612,0.0,,서울특별시 광진구 자양동 550-1,서울특별시 광진구 능동로 49 (자양동 영지빌딩),5074.0,로얄 도그앤캣 메디컬센터,37.6826262,127.0455067
261,261,3040000.0,3.04e+17,20051005.0,,1.0,영업/정상,0.0,정상,,,,,463-3216,0.0,,서울특별시 광진구 군자동 1-2,서울특별시 광진구 능동로 283 (군자동),4997.0,나래동물병원,37.6721533,127.0463539
262,262,3040000.0,3.04e+17,20080729.0,,1.0,영업/정상,0.0,정상,,,,,464-2748,887.35,,서울특별시 광진구 자양동 236-127번지 ,서울특별시 광진구 뚝섬로 462 (자양동),5081.0,노룬산동물병원,37.6517762,127.077513
263,263,3040000.0,3.04e+17,20131023.0,,1.0,영업/정상,0.0,정상,,,,,464-7588,111.29,,서울특별시 광진구 중곡동 166-6번지 ,서울특별시 광진구 능동로 407 2층 (중곡동),4908.0,드림펫 동물병원,37.6689567,127.0803072
264,264,3050000.0,3.05e+17,20130326.0,,1.0,영업/정상,0.0,정상,,,,,02-2242-7975,0.0,,서울특별시 동대문구 전농동 652-1번지 ,서울특별시 동대문구 답십리로 77 (전농동),2552.0,제연동물병원,37.643527,127.0654588
265,265,3220000.0,3.22e+17,20210927.0,,1.0,영업/정상,0.0,정상,,,,,02-517-5585,,,서울특별시 강남구 삼성동 9-5 201호,서울특별시 강남구 선릉로126길 6(삼성동),6092.0,강남예치과동물병원,37.6249568,127.0799773
266,266,3050000.0,3.05e+17,20100629.0,,1.0,영업/정상,0.0,정상,,,,,02-957-7075,41.8,,서울특별시 동대문구 용두동 790번지 롯데캐슬피렌체 ,서울특별시 동대문구 정릉천동로 58 1층 125호 (용두동 롯데캐슬피렌체),2566.0,그린동물병원,37.6291675,127.0577933
267,267,3050000.0,3.05e+17,20070511.0,,1.0,영업/정상,0.0,정상,,,,,02-2234-1379,0.0,,서울특별시 동대문구 신설동 109-13번지 청계천 대성 스카이렉스1 ,서울특별시 동대문구 청계천로 417 108호 (신설동 청계천 대성 스카이렉스1),2586.0,맑은 동물병원,37.6634257,127.0762135
289,289,3050000.0,3.05e+17,20200110.0,,1.0,영업/정상,0.0,정상,,,,,02-2213-0075,128.78,,서울특별시 동대문구 장안동 435-6번지 ,서울특별시 동대문구 장한로 44 1층 (장안동),2643.0,아인스동물병원,37.6302524,127.0694461
290,290,3050000.0,3.05e+17,20171106.0,,1.0,영업/정상,0.0,정상,,,,,02-2212-7596,0.0,,서울특별시 동대문구 장안동 330-2번지 ,서울특별시 동대문구 답십리로 293 1층 (장안동),2523.0,현대종합동물병원,37.6508762,127.0618329
291,291,3050000.0,3.05e+17,20051025.0,,1.0,영업/정상,0.0,정상,,,,,02-960-7501,92.16,,서울특별시 동대문구 청량리동 400번지 ,서울특별시 동대문구 홍릉로 64-1 (청량리동),2484.0,디아크동물병원,37.6400147,127.0642892
292,292,3050000.0,3.05e+17,20040330.0,,1.0,영업/정상,0.0,정상,,,,,02-2244-1081,94.3,,서울특별시 동대문구 전농동 38-24번지 ,서울특별시 동대문구 사가정로 121 (전농동),2507.0,주주동물병원,37.6477914,127.0623239
293,293,3050000.0,3.05e+17,20031024.0,,1.0,영업/정상,0.0,정상,,,,,02-925-3686,90.0,,서울특별시 동대문구 용두동 732-5번지 ,서울특별시 동대문구 안암로 40 1층 (용두동),2578.0,안암동물병원,37.67918909999999,127.0549866
294,294,3050000.0,3.05e+17,20010502.0,,1.0,영업/정상,0.0,정상,,,,,02-2215-2022,83.2,,서울특별시 동대문구 장안동 307-3번지 ,서울특별시 동대문구 장한로 139 (장안동),2530.0,장평25시동물종합병원,37.6503872,127.0613201
295,295,3050000.0,3.05e+17,19990826.0,,1.0,영업/정상,0.0,정상,,,,,02-963-7582,49.8,,서울특별시 동대문구 청량리동 359번지 ,서울특별시 동대문구 홍릉로 48-1 1층 (청량리동),2484.0,푸른종합동물병원,37.6735348,127.0557891
296,296,3050000.0,3.05e+17,19990818.0,,1.0,영업/정상,0.0,정상,,,,,02-967-0877,23.28,,서울특별시 동대문구 이문동 324-3번지 ,서울특별시 동대문구 이문로 80 (이문동),2440.0,애니케어동물병원,37.531329,126.8640931
297,297,3050000.0,3.05e+17,19990414.0,,1.0,영업/정상,0.0,정상,,,,,02-2214-6129,96.02,,서울특별시 동대문구 답십리동 53-6번지 ,서울특별시 동대문구 전농로 86-1 (답십리동),2606.0,그랜드동물병원,37.65019280000001,127.0634866
298,298,3050000.0,3.05e+17,19980210.0,,1.0,영업/정상,0.0,정상,,,,,02-2212-5233,348.0,,서울특별시 동대문구 장안동 186-12번지 ,서울특별시 동대문구 한천로 94 1층 (장안동),2626.0,뉴월드동물병원,37.6276302,127.0775642
299,299,3050000.0,3.05e+17,19970509.0,,1.0,영업/정상,0.0,정상,,,,,02-2244-7479,60.83,,서울특별시 동대문구 장안동 100-8번지 ,서울특별시 동대문구 사가정로 221 (장안동),2518.0,박철환동물병원,37.6623764,127.0660757
300,300,3050000.0,3.05e+17,19900801.0,,1.0,영업/정상,0.0,정상,,,,,02-2244-7755,26.0,,서울특별시 동대문구 휘경동 34-48번지 ,서울특별시 동대문구 망우로 120 (휘경동),2501.0,심재웅동물병원,37.6649964,127.0580145
301,301,3050000.0,3.05e+17,20180614.0,,1.0,영업/정상,0.0,정상,,,,,02-2242-7510,59.04,,서울특별시 동대문구 답십리동 490-57번지 ,서울특별시 동대문구 전농로 15-3 (답십리동),2605.0,하이유 동물병원,37.6380346,126.9191745
302,302,3050000.0,3.05e+17,20170802.0,,1.0,영업/정상,0.0,정상,,,,,02-2213-8875,0.0,,서울특별시 동대문구 답십리동 1003-2번지 세기프라자 ,서울특별시 동대문구 답십리로 140 세기프라자 2층 211호 (답십리동),2598.0,더케이동물병원,37.5439796,126.8624166
303,303,3050000.0,3.05e+17,20170323.0,,1.0,영업/정상,0.0,정상,,,,,02-965-0075,0.0,,서울특별시 동대문구 이문동 292-10번지 이문동 웰츠타워 ,서울특별시 동대문구 이문로 136 2층 208호 (이문동 이문동 웰츠타워),2418.0,바론동물병원,37.6220821,126.9137086
304,304,3050000.0,3.05e+17,20150623.0,,1.0,영업/정상,0.0,정상,,,,,02-6242-8275,0.0,,서울특별시 동대문구 전농동 322-31번지 ,서울특별시 동대문구 사가정로 51 (전농동),2553.0,아띠동물의료센터,37.6044517,126.9169535
305,305,3050000.0,3.05e+17,20140527.0,,1.0,영업/정상,0.0,정상,,,,,02-969-7579,0.0,,서울특별시 동대문구 회기동 62-8번지 ,서울특별시 동대문구 회기로18길 46 (회기동),2460.0,봄봄동물병원,37.5881949,126.9224382
306,306,3180000.0,3.18e+17,20210413.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 영등포구 신길동 4937 신길뉴타운 한화 꿈에그린,서울특별시 영등포구 신길로 119 112동 비104105호 (신길동 신길뉴타운 한화 꿈에그린),7400.0,시그널동물병원,37.6117379,126.9281899
307,307,3050000.0,3.05e+17,20130611.0,,1.0,영업/정상,0.0,정상,,,,,02-2249-7600,0.0,,서울특별시 동대문구 장안동 374-3번지 ,서울특별시 동대문구 장한로 77 가나빌딩 (장안동),2625.0,페트로동물의료원,37.6200718,126.9244635
308,308,3050000.0,3.05e+17,20111125.0,,1.0,영업/정상,0.0,정상,,,,,02-3295-3927,49.5,,서울특별시 동대문구 용두동 38-17번지 ,서울특별시 동대문구 고산자로 393-5 (용두동),2566.0,엘동물병원,37.619564,126.9177038
309,309,3060000.0,3.06e+17,20050325.0,,1.0,영업/정상,0.0,정상,,,,,3421-7588,0.0,,서울특별시 중랑구 신내동 646번지 금강리빙스텔 119호,서울특별시 중랑구 신내로 211 119호 (신내동 금강리빙스텔),2024.0,쥬라기동물병원,37.6449369,126.9275838
310,310,3060000.0,3.06e+17,20060104.0,,1.0,영업/정상,0.0,정상,,,,,2207-9931,0.0,,서울특별시 중랑구 면목동 353-25번지 ,서울특별시 중랑구 면목로 273 (면목동),,주연동물병원,37.6141112,126.9208904
311,311,3060000.0,3.06e+17,20021203.0,,1.0,영업/정상,0.0,정상,,,,,492-7582,0.0,,서울특별시 중랑구 망우동 364-27번지 금란동물병원 ,서울특별시 중랑구 용마산로 532 금란동물병원 (망우동),2176.0,금란동물병원,37.6113338,126.9175575
312,312,3060000.0,3.06e+17,20010509.0,,1.0,영업/정상,0.0,정상,,,,,2207-0073,0.0,,서울특별시 중랑구 중화동 303-16번지 진정훈동물병원 ,서울특별시 중랑구 동일로 777 진정훈동물병원 (중화동),2102.0,진정훈동물병원,37.614776,126.9131786
313,313,3060000.0,3.06e+17,20000721.0,,1.0,영업/정상,0.0,정상,,,,,3422-0001,0.0,,서울특별시 중랑구 중화동 11-36번지 삼일시티빌 1층 ,서울특별시 중랑구 봉화산로 103 1층 (중화동 삼일시티빌),2048.0,신내동물병원,37.60687,126.9176756
314,314,3060000.0,3.06e+17,19970317.0,,1.0,영업/정상,0.0,정상,,,,,974-0339,95.4,,서울특별시 중랑구 묵동 239-76번지 ,서울특별시 중랑구 동일로 899 1층 (묵동),2006.0,홍상희동물병원,37.6122089,126.9321304
315,315,3060000.0,3.06e+17,19960326.0,,1.0,영업/정상,0.0,정상,,,,,435-0166,0.0,,서울특별시 중랑구 면목동 102-51번지 ,서울특별시 중랑구 겸재로 187 (면목동),2161.0,엔젤동물병원,37.5920079,126.9178935
316,316,3060000.0,3.06e+17,19950802.0,,1.0,영업/정상,0.0,정상,,,,,434-5465,0.0,,서울특별시 중랑구 면목동 353-4번지 ,서울특별시 중랑구 면목로 269 (면목동),2240.0,보람동물병원,37.6112467,126.9297588
317,317,3060000.0,3.06e+17,19920703.0,,1.0,영업/정상,0.0,정상,,,,,439-8300,0.0,,서울특별시 중랑구 면목동 497-7번지 혜원동물병원 ,서울특별시 중랑구 면목로 341 혜원동물병원 (면목동),2228.0,혜원동물병원,37.6220821,126.9137086
318,318,3060000.0,3.06e+17,19911130.0,,1.0,영업/정상,0.0,정상,,,,,973-1953,153.5,,서울특별시 중랑구 묵동 175-2번지 3층 ,서울특별시 중랑구 동일로 920 3층 (묵동),2033.0,태능동물병원,37.5952348,126.9183179
319,319,3060000.0,3.06e+17,20180627.0,,1.0,영업/정상,0.0,정상,,,,,,40.5,,서울특별시 중랑구 상봉동 137-16번지 ,서울특별시 중랑구 중랑천로 81 (상봉동),2118.0,중랑차 동물병원,37.58696150000001,126.908527
320,320,3060000.0,3.06e+17,20170518.0,,1.0,영업/정상,0.0,정상,,,,,02-6215-3416,128.57,,서울특별시 중랑구 중화동 207-6번지 ,서울특별시 중랑구 망우로 241 지하1층 (중화동 영해빌딩),2117.0,한국동물영상의학센터,37.6342946,126.927747
321,321,3060000.0,3.06e+17,20160421.0,,1.0,영업/정상,0.0,정상,,,,,02-494-7775,,,서울특별시 중랑구 면목동 17-31번지 ,서울특별시 중랑구 용마산로 434 (면목동 청파빌딩),2189.0,보담동물병원,37.5944645,126.9136218
322,322,3060000.0,3.06e+17,20141203.0,,1.0,영업/정상,0.0,정상,,,,,02-433-3387,,,서울특별시 중랑구 신내동 405-5번지 ,서울특별시 중랑구 봉화산로 232 B동 1층 (신내동),2067.0,행복이 있는 동물병원,37.618323,126.9211177
